bl_code,name,quantity
SS000001,Salon Chair Red,0
006-44,Salon Chair Red and Black,0
C-007,Salon Chair Tan,1
001-10,Salon Chair White,1
690-4A,Salon Chair White and Red,0
MSS000001,Salon Furniture by Lord Beauty Catalog,0
BOTS1.C,Salon Spray Bottle,989
BOTS2.C,Salon Spray Bottle,912
SS-0122,Scissors,0
DRYF2.C,Seiko Super Power Fan,0
BF-01347,Seven Face Nail Buffer,0
HB-33309,Shampoo Bed,1
HB-3738,Shampoo Bed,1
HB-3911,Shampoo Bed,1
HB-3912,Shampoo Bed,0
HB-506,Shampoo Bed,0
HB-77187,Shampoo Bed,1
HB-7813A,Shampoo Bed,0
HB-869,Shampoo Bed,0
HB-975,Shampoo Bed,1
HB-H74A,Shampoo Bed,0
268-41,Shampoo Bed 268-41 Black,0
268-41B,Shampoo Bed 268-41B Black,0
268-45,Shampoo Bed Red and White,0
SH-001,Shampoo Bed SH-001 Gold,0
HB-7904,Shampoo Chair,0
HB-7916,Shampoo Chair,0
HB-93006,Shampoo Chair,0
268-50,Shampoo Chair Red and White,0
SHC1.C,Shower Cap,0
SC-0621,Shower Cap pack,0
SM1.C,Sleep Mask Zebra Print,1571
S-8804,Sofa S-8804 Gold,0
E-011,Spaceship dryer,29
BOTS10.C,Spray Bottle,35
BOTS11.C,Spray Bottle,46
BOTS22.C,Spray Bottle,0
BOTS23.C,Spray Bottle,0
BOTS24.C,Spray Bottle,0
BOTS25.C,Spray Bottle,0
BOTS3.C,Spray Bottle,73
BOTS4.C,Spray Bottle,41
BOTS5.C,Spray Bottle,44
BOTS6.C,Spray Bottle,0
BOTS9.C,Spray Bottle,38
SP-04212,Spray Bottle,0
SP-04221,Spray Bottle,0
SP-23,Spray Bottle,0
SP-04212-1,Spray Bottle (10pcs. + 2 Free),0
SP-04221-1,Spray Bottle (10pcs. + 2 Free),0
G-030,Sterilizer,0
STEB.C,Sterilizer Box,0
003-57,Stool 003-57 Black,0
003-55,Stool Black,0
NL-001,Stool Box Type,0
003-51,Stool Dark Brown,0
YM-001,Stool Red,0
UNK-PH-01,Stool UNK-PH-01,0
DS-16211,Storage Display 25 set,0
006-89,Styling Chair 006-89 Black,0
DRYF1.C,Super Mini Fan P-030,0
RB-04334,Thermal Brush,0
RB-04334PK3,Thermal Brush (3pcs/pack),0
BF-01442-1,Three Faces Nail Buffer (10pcs. + 2 Free),0
TBRC1.C,Tingting Brush & Comb,366
TBRC2.C,Tingting Brush & Comb,152
TBW1.C,Tinting Bowl,166
TBW2.C,Tinting Bowl,935
TBW3.C,Tinting Bowl,735
TB-04222,Tinting Brush,0
TBR1.C,Tinting Brush,817
TB-04222-1,Tinting Brush (10pcs. + 2 Free),0
TB- 04221,Tinting Brush with Comb,0
TB-08221,Tinting Brush with Comb,0
TB-04221-1,Tinting Brush with Comb (10pcs. + 2 Free),0
TFL1.C,Tinting Foil,736
TS25.C,Toe Separator Bunnies,1537
TS26.C,Toe Separator Bunnies,966
TS27.C,Toe Separator Bunnies,1349
TS6.C,Toe Separator Butterfly,697
TS7.C,Toe Separator Butterfly,915
TS8.C,Toe Separator Butterfly,995
TS17.C,Toe Separator Cat,1724
TS18.C,Toe Separator Cat,0
TS1.C,Toe Separator Crown,1547
TS10,Toe Separator Crown&Stars,998
TS9.C,Toe Separator Crown&Stars,997
TS16.C,Toe Separator Dog,1009
TS11.C,Toe Separator Flower Dots,616
TS12.C,Toe Separator Flower Dots,1590
TS13.C,Toe Separator Flower Dots,850
TS22.C,Toe Separator Flower&Stars,913
TS23.C,Toe Separator Flower&Stars,978
TS24.C,Toe Separator Flower&Stars,999
TS30.C,Toe Separator Leopard,150
TS31.C,Toe Separator Leopard,49
TS32.C,Toe Separator Leopard,49
TYD-TS-0244,Toe Separator Pack of 3,0
TS2.C,Toe Separator Sassy,815
TS3.C,Toe Separator Sassy,937
TS4.C,Toe Separator Sassy,985
TS5.C,Toe Separator Sassy,1002
TS28.C,Toe Separator SmileyFace,50
TS29.C,Toe Separator SmileyFace,20
TS19.C,Toe Separator Snail,988
TS20.C,Toe Separator Snail,1517
TS21.C,Toe Separator Snail,1796
TS14.C,Toe Separator Tulips,912
TS15.C,Toe Separator Tulips,1852
TS-27,"Toe Separator, Smiley Face",0
TS-3,"Toe Separator, Smiley Face",0
TS-21,"Toe Separatpr, Leopard Print",0
TLH.C,Tool Organizer,0
NAD-39,Tools Holder,0
HB-0112,Trolley,0
HB-0113,Trolley,0
HB-327,Trolley,0
HB-332,Trolley,0
HB-622,Trolley,0
HB-625,Trolley,0
HB-A0111,Trolley,0
LMP1.C,Tube Desk Lamp,7
LMP2.C,Tube Desk Lamp,18
LMP3.C,Tube Desk Lamp,0
TZ1.C,Tweezer Zebra Print,1316
CPEN5.C,TYD Cut. Oil Pen Honey Peach,1868
CPEN4.C,TYD Cut. Oil Pen Jasmine,1531
CPEN1.C,TYD Cut. Oil Pen Lavender,1638
CPEN2.C,TYD Cut. Oil Pen Lemon,1718
CPEN3.C,TYD Cut. Oil Pen Strawberry,1557
FF1.C,TYD Foot File,1240
FF2.C,TYD Foot File,733
FF3.C,TYD Foot File,885
FF4.C,TYD Foot File,737
FF5.C,TYD Foot File,945
FF6.C,TYD Foot File,915
C-023,UV Lamp,7
UVL1.C,UV Lamp 36W,0
UVL2.C,UV Lamp 54W,0
BU-01212,UV lamp Induction Bulb,0
BU-01231,UV lamp Induction Bulb,61
UVL4.C,UV Lamp/Small,0
STE1.C,UV Sterilizer,0
BRV1.C,Vent Brush,898
BRV2.C,Vent Brush,919
DRY2.C,Warm-Cool Hand Dryer SM-838,16
568-26,White Trolley 568-26,0
568-56,White Trolley 568-56,0
SSWS1.C,Wooden Cuticle Stick,69
SSWS2.C,Wooden Cuticle Stick,140
SSWS2.R100,Wooden Cuticle Stick 100pk,0
SSWS1.R20,Wooden Cuticle Stick 20pk,0
SSWS2.R20,Wooden Cuticle Stick 20pk,0
SSWS1.R50,Wooden Cuticle Stick 50pk,0
SSWS2.R50,Wooden Cuticle Stick 50pk,0
SPT1.C,Wooden Spatula,36
WS-0135,Wooden Spatula,0
WS-0135-100,Wooden Spatula (100pcs SS),0
WS-0135-20,Wooden Spatula (20pcs SS),0
WS-0135-50,Wooden Spatula (50pcs SS),0
SPT1.R100,Wooden Spatula 100pk,0
SPT1.R20,Wooden Spatula 20pk,0
SPT1.R50,Wooden Spatula 50pk,0
DRY3.C,Yuming  Nail Dryer YM -709,0
,,
TYD-NF-02376,3pack Nail File,0
TYD-NF-02376-1,3pack Nail File,0
TYD-NF-02376-2,3pack Nail File,0
TYD-NF-02376-3,3pack Nail File,0
TYD-NF-02376-4,3pack Nail File,0
TYD-NF-02376-5,3pack Nail File,0
TYD-NF-02376-6,3pack Nail File,0
TYD-NF-02376-7,3pack Nail File,0
TYD-NF-02376-8,3pack Nail File,0
TYD-NF-02376-9,3pack Nail File,0
TYD-NF-02375,6pack Nail File,0
TYD-NF-02375-1,6pack Nail File,0
TYD-NF-02375-2,6pack Nail File,0
TYD-NF-02375-3,6pack Nail File,0
TYD-NF-02375-4,6pack Nail File,0
TYD-NF-02375-5,6pack Nail File,0
TYD-NF-02375-6,6pack Nail File,0
TYD-NF-02375-7,6pack Nail File,0
TYD-NF-02375-8,6pack Nail File,0
TYD-NF-02375-9,6pack Nail File,0
TYD-NF-02371-10,Animal Print Nail File,0
TYD-NF-02371-11,Animal Print Nail File,0
TYD-NF-02371-12,Animal Print Nail File,0
TYD-HB-0704-1,Bamboo Brush,0
TYD-HB-0704-2,Bamboo Brush,0
TYD-HB-0740,Bamboo Brush,0
TYD-HB-0740-3,Bamboo Brush,0
