bl_code,brand,name,size,color,uom,part_number,payment_term,description,supplier_code,movement,supplier,family,international_cost,retail_price,professional_price,status,inventory_location,qty
CC1.C,Salon Solutions,Cutting Cape,,Black,piece,SSCCPNO1,Cash,For Cancellation,---,C,Tianba,Cutting Cape,0.968,,150,For Cancellation,BLPI - Dasma,0
CC2.C,Salon Solutions,Cutting Cape,,Hot Pink,piece,SSCCPNO2,Cash,For Cancellation,---,C,Tianba,Cutting Cape,0.968,,150,For Cancellation,BLPI - Dasma,0
CC3.C,Salon Solutions,Cutting Cape,,White,piece,SSCCPNO3,Cash,For Cancellation,AA002,C,Dinshine,Cutting Cape,2.025,,180,For Cancellation,BLPI - Dasma,0
CC4.C,Salon Solutions,Cutting Cape,,Black,piece,SSCCPNO4,Cash,For Cancellation,AA002,C,Dinshine,Cutting Cape,2.175,,180,For Cancellation,BLPI - Dasma,0
CC5.C,Salon Solutions,Cutting Cape,,Black,piece,SSCCPNO5,Cash,For Cancellation,AA008,C,Dinshine,Cutting Cape,2.325,,180,For Cancellation,BLPI - Dasma,0
CC6.C,Salon Solutions,Cutting Cape,,Black,piece,SSCCPNO6,Cash,For Cancellation,AA010,C,Dinshine,Cutting Cape,3.6,,250,For Cancellation,BLPI - Dasma,0
APR1.C,Salon Solutions,Salon Apron,,Black,piece,SSAPRPNO1,Cash,For Cancellation,apron2,C,Dinshine,Salon Apron,3,,250,For Cancellation,BLPI - Dasma,0
APR2.C,Salon Solutions,Salon Apron X-Type Back,,Black,piece,SSAPRPNO2,Cash,For Cancellation,apron3,C,Dinshine,Salon Apron,3.75,,250,For Cancellation,BLPI - Dasma,0
TBW1.C,Salon Solutions,Tinting Bowl,,Grey,piece,SSTBWPNO1,Cash,For Cancellation,JB0006,C,Dinshine,Tinting Bowl,0.45,,80,For Cancellation,BLPI - Dasma,0
TBW2.C,Salon Solutions,Tinting Bowl,,Black,piece,SSTBWPNO2,Cash,For Cancellation,HS42439,C,Tianba,Tinting Bowl,0.13,,40,For Cancellation,BLPI - Dasma,0
TBW3.C,Salon Solutions,Tinting Bowl,,Red,piece,SSTBWPNO3,Cash,For Cancellation,HS42439,C,Tianba,Tinting Bowl,0.13,,40,For Cancellation,BLPI - Dasma,0
TBRC1.C,Salon Solutions,Tingting Brush & Comb,,Black,piece,SSTBRCPNO1,Cash,For Cancellation,HS73339,C,Tianba,Tingting Brush,0.095,,18,For Cancellation,BLPI - Dasma,0
TBRC2.C,Salon Solutions,Tingting Brush & Comb,,Black,piece,SSTBRCPNO2,Cash,For Cancellation,JA0009-A,C,Dinshine,Tingting Brush,0.12,,18,For Cancellation,BLPI - Dasma,0
TBR1.C,Salon Solutions,Tinting Brush,,Black,piece,SSTBRPNO1,Cash,For Cancellation,HS79139,C,Tianba,Tinting Brush,0.095,,18,For Cancellation,BLPI - Dasma,0
BRR1.C,Salon Solutions,Boar Bristle Brush w/ Metal Core,,Wood,piece,SSBRRPNO1,Cash,For Cancellation,WB108-12,C,Tianba,Boar Bristle,1.031,,160,For Cancellation,BLPI - Dasma,0
BRR2.C,Salon Solutions,Boar Bristle Brush 20mm Dia.,,Wood,piece,SSBRRPNO2,Cash,For Cancellation,WB920-14,C,Tianba,Boar Bristle,1.29,,180,For Cancellation,BLPI - Dasma,0
BRR3.C,Salon Solutions,Boar Bristle Brush 24mm Dia.,,Wood,piece,SSBRRPNO3,Cash,For Cancellation,WB920-16,C,Tianba,Boar Bristle,1.452,,190,For Cancellation,BLPI - Dasma,0
BRBM1.C,Salon Solutions,Bamboo Hair Brush,,Wood,piece,SSBRBMPNO1,Cash,For Cancellation,BC1132B,C,Better Craft,Bamboo Hair,0.6,,90,For Cancellation,BLPI - Dasma,0
BRBM3.C,Salon Solutions,Bamboo Hair Brush,,Wood,piece,SSBRBMPNO2,Cash,For Cancellation,BC1137B,C,Better Craft,Bamboo Hair,0.83,,100,For Cancellation,BLPI - Dasma,0
BRBM4.C,Salon Solutions,Bamboo Hair Brush,,Wood,piece,SSBRBMPNO3,Cash,For Cancellation,BC1138B,C,Better Craft,Bamboo Hair,0.46,,75,For Cancellation,BLPI - Dasma,0
BRBM2.C,Salon Solutions,Bamboo Hair Brush,,Wood,piece,SSBRBMPNO4,Cash,For Cancellation,BC1150B,C,Better Craft,Bamboo Hair,0.57,,70,For Cancellation,BLPI - Dasma,0
BRV1.C,Salon Solutions,Vent Brush,,Black,piece,SSBRVPNO1,Cash,For Cancellation,908B,C,Baihe,Vent Brush,0.96,,110,For Cancellation,BLPI - Dasma,0
BRV2.C,Salon Solutions,Vent Brush,,White,piece,SSBRVPNO2,Cash,For Cancellation,908B,C,Baihe,Vent Brush,0.96,,110,For Cancellation,BLPI - Dasma,0
BRPD1.C,Salon Solutions,Paddle Brush,,Wood,piece,SSBRPDPNO1,Cash,For Cancellation,---,C,Baihe,Paddle Brush,1.12,,150,For Cancellation,BLPI - Dasma,0
BRPD2.C,Salon Solutions,Paddle Brush,,Black,piece,SSBRPDPNO2,Cash,For Cancellation,---,C,Baihe,Paddle Brush,1.36,,150,For Cancellation,BLPI - Dasma,0
CMB1.C,Salon Solutions,Carbon Comb,,Black,piece,SSCMBPNO1,Cash,For Cancellation,CB603,C,Baihe,Carbon Comb,0.47,,80,For Cancellation,BLPI - Dasma,0
CMB2.C,Salon Solutions,Carbon Comb,,Black,piece,SSCMBPNO2,Cash,For Cancellation,CB602A,C,Baihe,Carbon Comb,0.47,,80,For Cancellation,BLPI - Dasma,0
CMB3.C,Salon Solutions,Carbon Comb,,Black,piece,SSCMBPNO3,Cash,For Cancellation,JB03B,C,Baihe,Carbon Comb,0.47,,80,For Cancellation,BLPI - Dasma,0
CMB4.C,Salon Solutions,Carbon Comb w/ Handle,,Black,piece,SSCMBPNO4,Cash,For Cancellation,JB01B,C,Baihe,Carbon Comb,0.47,,80,For Cancellation,BLPI - Dasma,0
TCMB1.C,Salon Solutions,Carbon Tail Comb,,Black,piece,SSCMBPNO5,Cash,For Cancellation,JB07B,C,Baihe,Carbon Tail,0.47,,80,For Cancellation,BLPI - Dasma,0
HC1.C,Salon Solutions,Alligator Clip 10pk,,Zebra Print,piece,SSHCPNO1,Cash,For Cancellation,---,C,Baihe,Alligator Clip,4,,300,For Cancellation,BLPI - Dasma,0
HC2.C,Salon Solutions,Hair Clip 10pk,,Multi,piece,SSHCPNO2,Cash,For Cancellation,---,C,Baihe,Hair Clip,1.12,,130,For Cancellation,BLPI - Dasma,0
HC3.C,Salon Solutions,Rubberized Alligator Clip,,Black,piece,SSHCPNO3,Cash,For Cancellation,2205A,C,Baihe,Rubberized Alligator,0.21,,30,For Cancellation,BLPI - Dasma,0
HC4.C,Salon Solutions,Rubberized Alligator Clip,,Purple,piece,SSHCPNO4,Cash,For Cancellation,2205A,C,Baihe,Rubberized Alligator,0.21,,30,For Cancellation,BLPI - Dasma,0
SHC1.C,Salon Solutions,Shower Cap,,,piece,SSSHCPNO,Cash,For Cancellation,P006,C,Baihe,Shower Cap,1,,80,For Cancellation,BLPI - Dasma,0
EAR1.C,Salon Solutions,Ear Caps,,,piece,SSEARPNO1,Cash,For Cancellation,P013-2,C,Baihe,Ear Caps,1.2,,140,For Cancellation,BLPI - Dasma,0
EAR2.C,Salon Solutions,Ear Caps,,,piece,SSEARPNO2,Cash,For Cancellation,---,C,Topaxen,Ear Caps,2.1,,150,For Cancellation,BLPI - Dasma,0
SLV1.C,Salon Solutions,Eyeglass Sleeves,,,piece,SSSLVPNO,Cash,For Cancellation,R668,C,Topaxen,Eyeglass Sleeves,3.1,,200,For Cancellation,BLPI - Dasma,0
GLV1.C,Salon Solutions,Flat Ironing Protection Gloves,,Black,piece,SSGLVPNO1,Cash,For Cancellation,HD181-00A,C,Topaxen,Flat Ironing,1.9,,200,For Cancellation,BLPI - Dasma,0
GLV2.C,Salon Solutions,Flat Ironing Protection Gloves,,Black,piece,SSGLVPNO2,Cash,For Cancellation,HD181-003A,C,Topaxen,Flat Ironing,1,,130,For Cancellation,BLPI - Dasma,0
TFL1.C,Salon Solutions,Tinting Foil,,,piece,SSTFLPNO,Cash,For Cancellation,R002-1,C,Topaxen,Tinting Foil,3.3,,200,For Cancellation,BLPI - Dasma,0
BEN1.C,Salon Solutions,Hair Benders 10pk,10x240mm dia,Yellow,piece,SSBENPNO1,Cash,For Cancellation,PU01622,C,Tianba,Hair Benders,0.503,,70,For Cancellation,BLPI - Dasma,0
BEN2.C,Salon Solutions,Hair Benders 10pk,12x240mm dia,Red,piece,SSBENPNO2,Cash,For Cancellation,PU01722,C,Tianba,Hair Benders,0.535,,75,For Cancellation,BLPI - Dasma,0
BEN3.C,Salon Solutions,Hair Benders 10pk,14x240mm dia,Blue,piece,SSBENPNO3,Cash,For Cancellation,PU01822,C,Tianba,Hair Benders,0.595,,80,For Cancellation,BLPI - Dasma,0
BEN4.C,Salon Solutions,Hair Benders 10pk,16x240mm dia,Orange,piece,SSBENPNO4,Cash,For Cancellation,PU01922,C,Tianba,Hair Benders,0.674,,85,For Cancellation,BLPI - Dasma,0
BEN5.C,Salon Solutions,Hair Benders 10pk,18x240mm dia,Grey,piece,SSBENPNO5,Cash,For Cancellation,PU02022,C,Tianba,Hair Benders,0.695,,90,For Cancellation,BLPI - Dasma,0
BEN6.C,Salon Solutions,Hair Benders 10pk,20x240mm dia,Purple,piece,SSBENPNO6,Cash,For Cancellation,PU02922,C,Tianba,Hair Benders,0.753,,95,For Cancellation,BLPI - Dasma,0
NGLV1.C,Salon Solutions,Nitrile Gloves 50 pairs,Small,Black,piece,SSNGLVPNO1,Cash,For Cancellation,NITRILE GLOVES,C,SZ Quan Yuan,Nitrile Gloves,4.6,,295,For Cancellation,BLPI - Dasma,0
NGLV2.C,Salon Solutions,Nitrile Gloves 50 pairs,Medium,Black,piece,SSNGLVPNO2,Cash,For Cancellation,NITRILE GLOVES,C,SZ Quan Yuan,Nitrile Gloves,4.6,,295,For Cancellation,BLPI - Dasma,0
BFCM.C,Salon Solutions,Nail Buffing Cream,,,piece,SSBFCMPNO,Cash,For Cancellation,SO-100A,C,Auparis,Nail Buffing,1.5,,100,For Cancellation,BLPI - Dasma,0
CP1.C,Salon Solutions,Polish Corrector Pen,,,piece,SSCPPNO,Cash,For Cancellation,SO-34,C,Auparis,Polish Corrector,0.5,,35,For Cancellation,BLPI - Dasma,0
PDB.C,Salon Solutions,Nail Polish Display Board,,,piece,SSPDBPNO,Cash,For Cancellation,---,C,,Nail Polish,,,150,For Cancellation,BLPI - Dasma,0
ARML1.C,Salon Solutions,Manicure Arm Cushion/Leather,,Black,piece,SSARMLPNO,Cash,For Cancellation,AR-31,C,Auparis,Manicure Arm,1.3,,100,For Cancellation,BLPI - Dasma,0
ARMF1.C,Salon Solutions,Manicure Arm Cushion/Fabric,,Black,piece,SSARMFPNO,Cash,For Cancellation,AR-34,C,Auparis,Manicure Arm,1.3,,100,For Cancellation,BLPI - Dasma,0
FGLV.C,Salon Solutions,Rubber Finger Gloves 200pk,,,piece,SSFGLVPNO,Cash,For Cancellation,SO-96,C,Auparis,Rubber Finger,3,,200,For Cancellation,BLPI - Dasma,0
PSL1.C,Salon Solutions,Pedicure Slippers,,Purple,piece,SSPSLPNO,Cash,For Cancellation,SLP-2,C,Auparis,Pedicure Slippers,0.15,,15,For Cancellation,BLPI - Dasma,259
DRG1.C,Salon Solutions,Dropper,,Red,piece,SSDRGPNO,Cash,For Cancellation,---,C,Zitong Plastics,Dropper,0.28,,20,For Cancellation,BLPI - Dasma,0
SC1.C,Salon Solutions,Grooming Scissors,,Black,piece,SSSCPNO,Cash,For Cancellation,T-008/2,C,Supernail,Grooming Scissors,0.634,,45,For Cancellation,BLPI - Dasma,0
NWR.C,Salon Solutions,Nail Wipes Roll,,,piece,SSNWRPNO,Cash,For Cancellation,SO-37,C,Auparis,Nail Wipes,1.5,,100,For Cancellation,BLPI - Dasma,0
NW.C,Salon Solutions,Lint-Free Nail Wipes 900pk,,,piece,SSNWPNO,Cash,For Cancellation,---,C,Lyn Weichu,Lint-Free,4,,320,For Cancellation,BLPI - Dasma,0
NWH.C,Salon Solutions,Nail Wipes Holder,,Clear,piece,SSNWHPNO,Cash,For Cancellation,SO-36,C,Auparis,Nail Wipes,1.5,,120,For Cancellation,BLPI - Dasma,0
TLH.C,Salon Solutions,Tool Organizer,,Orange,piece,SSTLHPNO,Cash,For Cancellation,NAD-39,C,Auparis,Tool Organizer,0.85,,60,For Cancellation,BLPI - Dasma,0
STEB.C,Salon Solutions,Sterilizer Box,,White,piece,SSSTEBPNO,Cash,For Cancellation,SO-44,C,Auparis,Sterilizer Box,2.3,,150,For Cancellation,BLPI - Dasma,0
PSTL1.C,Salon Solutions,Pedicure Stool,,Black,piece,SSPSTLPNO,Cash,For Cancellation,---,C,MGOCC,Pedicure Stool,19.85,,2080,For Cancellation,BLPI - Dasma,0
DRL1.C,Salon Solutions,Professional Nail Drill,,Purple,piece,SSDRLPNO1,Cash,For Cancellation,D-007,C,Supernail,Professional Nail,39.12,,3000,For Cancellation,BLPI - Dasma,6
DRL2.C,Salon Solutions,Mani Pro Nail Drill,,Blue,piece,SSDRLPNO2,Cash,For Cancellation,---,C,,Mani Pro,,,3500,For Cancellation,BLPI - Dasma,0
DRY1.C,Salon Solutions,Nail Dryer,,White,piece,SSDRYPNO1,Cash,For Cancellation,E-011,C,Supernail,Nail Dryer,20.7,,1300,For Cancellation,BLPI - Dasma,29
DRY2.C,Salon Solutions,Warm-Cool Hand Dryer SM-838,,White,piece,SSDRYPNO2,Cash,For Cancellation,---,C,,Warm-Cool,,,1000,For Cancellation,BLPI - Dasma,0
DRY3.C,Salon Solutions,Yuming  Nail Dryer YM -709 ,,White,piece,SSDRYPNO3,Cash,For Cancellation,---,C,,Yuming  Nail,,,1300,For Cancellation,BLPI - Dasma,0
DRY4.C,Salon Solutions,Fei Mei Si Mei Warm-Cool Hand Dryer (Code 838-4),,White/Pink,piece,SSDRYPNO4,Cash,For Cancellation,---,C,,Fei Mei,,,1300,For Cancellation,BLPI - Dasma,0
DRYF1.C,Salon Solutions,Super Mini Fan P-030,,Black,piece,SSDRYFPNO1,Cash,For Cancellation,---,C,Supernail,Super Mini,,,350,For Cancellation,BLPI - Dasma,0
DRYF2.C,Salon Solutions,Seiko Super Power Fan ,,Black/White,piece,SSDRYFPNO2,Cash,For Cancellation,---,C,,Seiko Super,,,350,For Cancellation,BLPI - Dasma,0
DRYM1.C,Salon Solutions,Mini Nail Dryer (NDB-1),,White,piece,SSDRYMPNO1,Cash,For Cancellation,---,C,,Mini Nail,,,200,For Cancellation,BLPI - Dasma,0
DRYM2.C,Salon Solutions,Mini Nail Dryer (NDB-2),,Pink,piece,SSDRYMPNO2,Cash,For Cancellation,---,C,,Mini Nail,,,200,For Cancellation,BLPI - Dasma,0
NFS1.C,Salon Solutions,Graphic Nail File Set,,,piece,SSNFPNO1,Cash,Active,---,C,Jindun,Graphic Nail,0.26,40,30,Active,BLPI - Dasma,0
NFS2.C,Salon Solutions,Graphic Nail File Set ,,,piece,SSNFPNO2,Cash,Active,---,C,Jindun,Graphic Nail,0.26,40,30,Active,BLPI - Dasma,0
NFS3.C,Salon Solutions,Graphic Nail File Set ,,,piece,SSNFPNO3,Cash,Active,---,C,Jindun,Graphic Nail,0.26,40,30,Active,BLPI - Dasma,0
NFS4.C,Salon Solutions,Graphic Nail File Set ,,,piece,SSNFPNO4,Cash,Active,---,C,Jindun,Graphic Nail,0.26,40,30,Active,BLPI - Dasma,0
NFS5.C,Salon Solutions,Graphic Nail File Set ,,,piece,SSNFPNO5,Cash,Active,---,C,Jindun,Graphic Nail,0.26,40,30,Active,BLPI - Dasma,0
NFS6.C,Salon Solutions,Graphic Nail File Set ,,,piece,SSNFPNO6,Cash,Active,---,C,Jindun,Graphic Nail,0.26,40,30,Active,BLPI - Dasma,0
NFS7.C,Salon Solutions,Graphic Nail File Set,,,piece,SSNFPNO7,Cash,Active,---,C,Jindun,Graphic Nail,0.26,40,30,Active,BLPI - Dasma,0
NFS8.C,Salon Solutions,Graphic Nail File Set ,,,piece,SSNFPNO8,Cash,Active,---,C,Jindun,Graphic Nail,0.26,40,30,Active,BLPI - Dasma,0
NFS9.C,Salon Solutions,Graphic Nail File Set ,,,piece,SSNFPNO9,Cash,Active,---,C,Jindun,Graphic Nail,0.26,40,30,Active,BLPI - Dasma,0
NFS10.C,Salon Solutions,Graphic Nail File Set ,,,piece,SSNFPNO10,Cash,Active,---,C,Jindun,Graphic Nail,0.26,40,30,Active,BLPI - Dasma,0
NFS11.C,Salon Solutions,Graphic Nail File Set ,,,piece,SSNFPNO11,Cash,Active,---,C,Jindun,Graphic Nail,0.39,55,40,Active,BLPI - Dasma,0
NFS12.C,Salon Solutions,Graphic Nail File Set ,,,piece,SSNFPNO12,Cash,Active,---,C,Jindun,Graphic Nail,0.39,55,40,Active,BLPI - Dasma,0
NFS13.C,Salon Solutions,Graphic Nail File Set,,,piece,SSNFPNO13,Cash,Active,---,C,Jindun,Graphic Nail,0.39,55,40,Active,BLPI - Dasma,0
NFS14.C,Salon Solutions,Graphic Nail File Set,,,piece,SSNFPNO14,Cash,Active,---,C,Jindun,Graphic Nail,0.39,55,40,Active,BLPI - Dasma,0
NFS15.C,Salon Solutions,Graphic Nail File Set,,,piece,SSNFPNO15,Cash,Active,---,C,Jindun,Graphic Nail,0.39,55,40,Active,BLPI - Dasma,0
NFS16.C,Salon Solutions,Graphic Nail File Set,,,piece,SSNFPNO16,Cash,Active,---,C,Jindun,Graphic Nail,0.39,55,40,Active,BLPI - Dasma,0
NFS17.C,Salon Solutions,Graphic Nail File Set ,,,piece,SSNFPNO17,Cash,Active,---,C,Jindun,Graphic Nail,0.39,55,40,Active,BLPI - Dasma,0
NFS18.C,Salon Solutions,Graphic Nail File Set ,,,piece,SSNFPNO18,Cash,Active,---,C,Jindun,Graphic Nail,0.39,55,40,Active,BLPI - Dasma,0
NFS19.C,Salon Solutions,Graphic Nail File Set,,,piece,SSNFPNO19,Cash,Active,---,C,Jindun,Graphic Nail,0.39,55,40,Active,BLPI - Dasma,0
NFS20.C,Salon Solutions,Graphic Nail File Set ,,,piece,SSNFPNO20,Cash,Active,---,C,Jindun,Graphic Nail,0.39,55,40,Active,BLPI - Dasma,0
NF1.C,Salon Solutions,Graphic Nail File,,,piece,SSNFPNO21,Cash,Active,---,C,Jindun,Graphic Nail,0.096,20,12,Active,BLPI - Dasma,0
NF2.C,Salon Solutions,Graphic Nail File ,,,piece,SSNFPNO22,Cash,Active,---,C,Jindun,Graphic Nail,0.096,20,12,Active,BLPI - Dasma,0
NF3.C,Salon Solutions,Graphic Nail File ,,,piece,SSNFPNO23,Cash,Active,---,C,Jindun,Graphic Nail,0.096,20,12,Active,BLPI - Dasma,0
NF4.C,Salon Solutions,Graphic Nail File,,,piece,SSNFPNO24,Cash,Active,---,C,Jindun,Graphic Nail,0.096,20,12,Active,BLPI - Dasma,0
NF5.C,Salon Solutions,Graphic Nail File,,,piece,SSNFPNO25,Cash,Active,---,C,Jindun,Graphic Nail,0.096,20,12,Active,BLPI - Dasma,0
NF6.C,Salon Solutions,Graphic Nail File,,,piece,SSNFPNO26,Cash,Active,---,C,Jindun,Graphic Nail,0.096,20,12,Active,BLPI - Dasma,0
NF7.C,Salon Solutions,Graphic Nail File ,,,piece,SSNFPNO27,Cash,Active,---,C,Jindun,Graphic Nail,0.096,20,12,Active,BLPI - Dasma,0
NF8.C,Salon Solutions,Graphic Nail File,,,piece,SSNFPNO28,Cash,Active,---,C,Jindun,Graphic Nail,0.096,20,12,Active,BLPI - Dasma,0
NF9.C,Salon Solutions,Graphic Nail File ,,,piece,SSNFPNO29,Cash,Active,---,C,Jindun,Graphic Nail,0.096,20,12,Active,BLPI - Dasma,0
NF10.C,Salon Solutions,Graphic Nail File,,,piece,SSNFPNO30,Cash,Active,---,C,Jindun,Graphic Nail,0.096,20,12,Active,BLPI - Dasma,0
NF11.C,Salon Solutions,Graphic Nail File,,Zebra Print Black/White,piece,SSNFPNO31,Cash,Active,---,C,Jindun,Graphic Nail,0.096,20,12,Active,BLPI - Dasma,0
NF12.C,Salon Solutions,Graphic Nail File ,,Leopard Print Black/White/Pink,piece,SSNFPNO32,Cash,Active,---,C,Jindun,Graphic Nail,0.096,20,12,Active,BLPI - Dasma,0
NF13.C,Salon Solutions,Graphic Nail File ,,Leopard Print Black/Yellow,piece,SSNFPNO33,Cash,Active,---,C,Jindun,Graphic Nail,0.096,20,12,Active,BLPI - Dasma,0
NF14.C,Salon Solutions,Nail File w/ Crystals ,,Black/White Thin Stripe,piece,SSNFPNO34,Cash,Active,---,C,Jindun,Nail File,0.26,40,30,Active,BLPI - Dasma,0
NF15.C,Salon Solutions,Nail File w/ Crystals,,Black/White Thick Stripe,piece,SSNFPNO35,Cash,Active,---,C,Jindun,Nail File,0.26,40,30,Active,BLPI - Dasma,0
NF16.C,Salon Solutions,Nail File w/ Crystals,,Pink/White Stripes,piece,SSNFPNO36,Cash,Active,---,C,Jindun,Nail File,0.26,30,30,Active,BLPI - Dasma,0
NF17.C,Salon Solutions,Prof. Nail File 150/150,,Blue Center,piece,SSNFPNO37,Cash,Active,---,C,Beautynail Nick,Prof. Nail,0.089,22,15,Active,BLPI - Dasma,0
NF18.C,Salon Solutions,Prof. Nail File 150/150 ,,Pink Center,piece,SSNFPNO38,Cash,Active,---,C,Beautynail Nick,Prof. Nail,0.089,22,15,Active,BLPI - Dasma,0
NF19.C,Salon Solutions,Prof. Nail File 180/180 ,,Pink Center,piece,SSNFPNO39,Cash,Active,---,C,Beautynail Nick,Prof. Nail,0.089,22,15,Active,BLPI - Dasma,0
NF20.C,Salon Solutions,Prof. Nail File Crescent 100/100 Grit,,Blue Center,piece,SSNFPNO40,Cash,Active,---,C,Beautynail Nick,Prof. Nail,0.089,22,15,Active,BLPI - Dasma,0
NF21.C,Salon Solutions,Prof. Nail File Crescent 180/180 Grit,,Pink Center,piece,SSNFPNO41,Cash,Active,---,C,Beautynail Nick,Prof. Nail,0.089,22,15,Active,BLPI - Dasma,0
NF22.C,Salon Solutions,Prof. Nail File Crescent 150/150 Grit,,Pink Center,piece,SSNFPNO42,Cash,Active,---,C,Beautynail Nick,Prof. Nail,0.089,22,15,Active,BLPI - Dasma,0
NF23.C,Salon Solutions,Prof. Nail File Diamond,,White,piece,SSNFPNO43,Cash,Active,---,C,,Prof. Nail,,22,15,Active,BLPI - Dasma,0
UVL1.C,Salon Solutions,UV Lamp 36W,,White,piece,SSUVLPNO1,Cash,For Cancellation,C-023,C,Supernail,UV Lamp,11.9,,980,For Cancellation,BLPI - Dasma,34
UVL2.C,Salon Solutions,UV Lamp 54W,,White/Pink,piece,SSUVLPNO2,Cash,For Cancellation,C-040,C,Supernail,UV Lamp,31.8,,2500,For Cancellation,BLPI - Dasma,60
UVL3.C,Salon Solutions,Kaimei 2-Hand UV Lamp,,White,piece,SSUVLPNO3,Cash,For Cancellation,---,C,,Kaimei 2-Hand,,,2500,For Cancellation,BLPI - Dasma,0
UVL4.C,Salon Solutions,UV Lamp/Small,,White,piece,SSUVLPNO4,Cash,For Cancellation,---,C,,UV Lamp,,,900,For Cancellation,BLPI - Dasma,0
IBJETE.C,Salon Solutions,IBD Jet Elite 36W UV Lamp,,White/Blue,piece,SSUVLPNO5,Cash,For Cancellation,---,C,,IBD,,,3300,For Cancellation,BLPI - Dasma,0
IBJET1000.C,Salon Solutions,IBD Jet 1000 1-Hande UV Lamp,,White,piece,SSUVLPNO6,Cash,For Cancellation,---,C,,IBD,,,3000,For Cancellation,BLPI - Dasma,0
LED1.C,Salon Solutions,LED Lamp 12W,,White,piece,SSLEDPNO1,Cash,For Cancellation,LED-10,C,Supernail,LED Lamp,29,,1900,For Cancellation,BLPI - Dasma,36
LED2.C,Salon Solutions,LED Lamp 12W,,White/Pink,piece,SSLEDPNO2,Cash,For Cancellation,LED-4,C,Supernail,LED Lamp,29,,1900,For Cancellation,BLPI - Dasma,18
UVBI,Salon Solutions,9W Induction Bulb for UV Lamps,,,piece,SSUVBPNO1,Cash,For Cancellation,---,C,Supernail,9W Induction,0.6,,40,For Cancellation,BLPI - Dasma,0
STEB,Salon Solutions,G-030 Sterilizer Bulb,,,piece,SSUVBPNO2,Cash,For Cancellation,---,C,Supernail,G-030 Sterilizer,2.1,,140,For Cancellation,BLPI - Dasma,0
PCR1.12C,Salon Solutions,"Nail Polish Display Rack, 12 Bottles",,Clear,piece,SSPCRPNO1,Cash,For Cancellation,J361,C,SZ Ideas ,Nail Polish,7.57,,500,For Cancellation,BLPI - Dasma,0
PCR2.24C,Salon Solutions,"Nail Polish Display Rack, 24 Bottles",,Clear,piece,SSPCRPNO2,Cash,For Cancellation,J362,C,SZ Ideas ,Nail Polish,9.3,,700,For Cancellation,BLPI - Dasma,0
PCR3.24C,Salon Solutions,"Nail Polish Display Rack, 24 Bottles",,Clear,piece,SSPCRPNO3,Cash,For Cancellation,---,C,Supernail,Nail Polish,5.6,,700,For Cancellation,BLPI - Dasma,0
PCR4.48C,Salon Solutions,"Nail Polish Display Rack, 48 Bottles",,Clear,piece,SSPCRPNO4,Cash,For Cancellation,J363,C,SZ Ideas ,Nail Polish,17.89,,1300,For Cancellation,BLPI - Dasma,0
PCR5.72C,Salon Solutions,"Nail Polish Display Rack, 72 Bottles",,Clear,piece,SSPCRPNO5,Cash,For Cancellation,J364,C,SZ Ideas ,Nail Polish,28.61,,2100,For Cancellation,BLPI - Dasma,0
PCR6.24C,Salon Solutions,"Nail Polish Display Rack, 24 Bottles",,Clear,piece,SSPCRPNO6,Cash,For Cancellation,J367,C,SZ Ideas ,Nail Polish,14.25,,1100,For Cancellation,BLPI - Dasma,0
PCR7.48C,Salon Solutions,"Nail Polish Display Rack, 48 Bottles",,Clear,piece,SSPCRPNO7,Cash,For Cancellation,J368,C,SZ Ideas ,Nail Polish,25.8,,2000,For Cancellation,BLPI - Dasma,0
PCR7.48C,Salon Solutions,"Nail Polish Display Rack, 72 Bottles",,Clear,piece,SSPCRPNO8,Cash,For Cancellation,J369,C,SZ Ideas ,Nail Polish,47.33,,3500,For Cancellation,BLPI - Dasma,0
PWR.60C,Salon Solutions,"Nail Polish Wall Rack, 60 Bottles",,Clear,piece,SSPWRPNO1,Cash,For Cancellation,J365,C,SZ Ideas ,Nail Polish,12.83,,1000,For Cancellation,BLPI - Dasma,0
PWR.90C,Salon Solutions,"Nail Polish Wall Rack, 90 Bottles",,Clear,piece,SSPWRPNO2,Cash,For Cancellation,J366,C,SZ Ideas ,Nail Polish,16.4,,1300,For Cancellation,BLPI - Dasma,0
ORB1.C,Salon Solutions,Deluxe Nail Charm Storage Pots 25pcs,,Black,piece,SSORBPNO1,Cash,For Cancellation,NA364,C,Qianse,Deluxe Nail,5,,350,For Cancellation,BLPI - Dasma,0
ORB2.C,Salon Solutions,Nail Art Storage Case 30 Jars,,Clear/Pink,piece,SSORBPNO2,Cash,For Cancellation,---,C,,Nail Art,,,200,For Cancellation,BLPI - Dasma,0
ORB3.C,Salon Solutions,Nail Art Storage Case 25 Jars,,Clear/Pink,piece,SSORBPNO3,Cash,For Cancellation,PB-35,C,Auparis,Nail Art,1.8,,150,For Cancellation,BLPI - Dasma,0
ORB4.C,Salon Solutions,Storage Case Small,,Pimk,piece,SSORBPNO4,Cash,For Cancellation,---,C,,Storage Case,,,150,For Cancellation,BLPI - Dasma,0
ORB5.C,Salon Solutions,Storage Case Small,,White/Pink,piece,SSORBPNO5,Cash,For Cancellation,---,C,,Storage Case,,,150,For Cancellation,BLPI - Dasma,0
