bl_code,brand,name,size,color,uom,part_number,payment_term,description,supplier_code,movement,supplier,family,international_cost,retail_price,professional_price,status,inventory_location,qty
CG25165,China Glaze,Ruby Deer,14ml/0.5oz,,piece,CGPNO_RubyDeer,Cash,2010 'Tis The Season To Be Naughty And Nice Holiday Collection. Price is for 3pcs less 20%.,25165,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG70577,China Glaze,Ruby Pumps,14ml/0.5oz,,piece,CGPNO_RubyPumps,Cash,"Core Colour Current, 2009 Wizard of Ooh Ahz Returns Collection, 2009 CG Loves You Snow Much Collection, 2006 We Adorn You Collection and 2007 Fine Wines and Chocolates Collection",70577,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,285
CG70289,China Glaze,Runaway Bride,14ml/0.5oz,,piece,CGPNO_RunawayBride,Cash,2004 Wedding Diva Collection,70289,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG81124,China Glaze,Running In Circles,14ml/0.5oz,,piece,CGPNO_RunningInCircles,Cash,2012 Cirque Du Soleil Worlds Away Collection,81124,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,1
CG80843,China Glaze,Sacred Heart,14ml/0.5oz,,piece,CGPNO_SacredHeart,Cash,2008 INK Collection,80843,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,4
CG70260,China Glaze,Salsa,14ml/0.5oz,,piece,CGPNO_Salsa,Cash,"Core Colour Current, 2009 What's Your Color? Collection",70260,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,91
CG81700,China Glaze,Sand Dolla Make You Holla,14ml/0.5oz,,piece,CGPNO_SandDollaMakeYouHolla,Cash,2014 Sea Goddess Spring Specialty Collection,81700,C,American  International Industries,,2.1,350,310,Active,BLPI - Dasma,196
CG70341,China Glaze,Sangria,14ml/0.5oz,,piece,CGPNO_Sangria,Cash,Core Colour Current,70341,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,86
CG80691,China Glaze,"Santa Paws 3pc Set, Includes: Red Satin, Pure Joy and 1 Stuffed Dog FREE",14ml/0.5oz bottles,,set,CGPNO_SantaPaws3pcSet,Cash,2012 Holiday Joy Collection. LIQUIDATION PRICE TO FINISH STOCKS!!!  NOT FOR REORDER!  ,80691,C,American  International Industries,,3.5,350,300,Discontinued,BLPI - Dasma,95
CG81391,China Glaze,Santa Red My List,14ml/0.5oz,,piece,CGPNO_SantaRedMyList,Cash,2013 Happy Holiglaze Collection,81391,C,American  International Industries,,1.512,350,220,Discontinued,BLPI - Dasma,25
CG81045,China Glaze,"Santa's Little Helpers 4pc Set, Includes: Ring in the Red, Holly-Day, Twinkle Lights, Velvet Bow",14ml/0.5oz bottles,,set,CGPNO_SantasLittleHelpers4pcSet,Cash,2011 Let It Snow Holiday Collection. LIQUIDATION PRICE TO FINISH STOCKS!!!,81045,C,American  International Industries,,3.98,650,440,Discontinued,BLPI - Dasma,117
CG70584,China Glaze,Sass In A Glass,14ml/0.5oz,,piece,CGPNO_SassInAGlass,Cash,2005 Martini Pedicure Collection,70584,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG81355,China Glaze,Scandalous Shenanigans,14ml/0.5oz,,piece,CGPNO_ScandalousShenanigans,Cash,2013 Autumn Nights Collection,81355,C,American  International Industries,,2.25,480,330,Active,BLPI - Dasma,0
CG70309,China Glaze,Scarlet,14ml/0.5oz,,piece,CGPNO_Scarlet,Cash,Core Colour Current,70309,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,14
CG81233,China Glaze,Scattered & Tattered,14ml/0.5oz,,piece,CGPNO_Scattered&Tattered,Cash,2013 Glitz 'N Pieces Collection,81233,C,American  International Industries,,1.714,320,280,Discontinued,BLPI - Dasma,120
CG70417,China Glaze,Sci-Fi,14ml/0.5oz,,piece,CGPNO_Sci-Fi,Cash,2009 Khrome Collection,70417,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,20
CG81291,China Glaze,Sci-Fly By,14ml/0.5oz,,piece,CGPNO_SciFlyBy,Cash,2013 Hologlam Collection,81291,C,American  International Industries,,2.82,600,410,Discontinued,BLPI - Dasma,28
CG81708,China Glaze,Sea Goddess 12pc Display with 12pc backup (total 24pcs),14ml/0.5oz bottles,,display,CGPNO_SeaGoddess12pcDisplaywith12pcbackuptotal24pcs,Cash,2014 Sea Goddess Spring Specialty Collection. Price is for 22pcs only so 2pcs and display are FREE.  ,81708,C,American  International Industries,,50.4,,7400,Active,BLPI - Dasma,0
CG81709,China Glaze,Sea Goddess 12pc Display with 24pc backup (total 36pcs),14ml/0.5oz bottles,,display,CGPNO_SeaGoddess12pcDisplaywith24pcbackuptotal36pcs,Cash,2014 Sea Goddess Spring Specialty Collection. Price is for 33pcs only so 3pcs + the display are FREE.  ,81709,C,American  International Industries,,75.6,,,Active,BLPI - Dasma,0
CG81707,China Glaze,Sea Goddess 12pc in 12pc Display,14ml/0.5oz bottles,,display,CGPNO_SeaGoddess12pcin12pcDisplay,Cash,2014 Sea Goddess Spring Specialty Collection. Price is for 11pcs so 1pc + the display are FREE.  ,81707,C,American  International Industries,,25.2,,3650,Active,BLPI - Dasma,0
CG80972,China Glaze,Sea Spray,14ml/0.5oz,,piece,CGPNO_SeaSpray,Cash,2011 Anchors Away Collection,80972,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,22
CG81704,China Glaze,Seahorsin' Around,14ml/0.5oz,,piece,CGPNO_SeahorsinAround,Cash,2014 Sea Goddess Spring Specialty Collection,81704,C,American  International Industries,,2.1,350,310,Active,BLPI - Dasma,214
CG81786,China Glaze,Seas The Day,14ml/0.5oz,,piece,CGPNO_SeasTheDay,Cash,2014 Off Shore Summer Collection,81786,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,78
CG80429,China Glaze,Seashell,14ml/0.5oz,,piece,CGPNO_Seashell,Cash,"Core Colour Current, 2009 Specialty Colors",80429,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,50
CG81038,China Glaze,"Seasonal Sparkles 3pc Set, Includes: Poinsettia, Twinkle Lights, Holly-Day",14ml/0.5oz bottles,,set,CGPNO_SeasonalSparkles3pcSet,Cash,2011 Let It Snow Holiday Collection. LIQUIDATION PRICE TO FINISH STOCKS!!!,81038,C,American  International Industries,,3.15,350,260,Discontinued,BLPI - Dasma,121
CG80864,China Glaze,Second-Hand Silk,14ml/0.5oz,,piece,CGPNO_Second-HandSilk,Cash,"Core Colour Old, 2007 Immaterial Gurl Collection",80864,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG70678,China Glaze,Secret Admirer,14ml/0.5oz,,piece,CGPNO_SecretAdmirer,Cash,"Core Colour Old, 2008 Soft Shades Collection",70678,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,0
CG80895,China Glaze,Secret Peri-wink-le,14ml/0.5oz,,piece,CGPNO_SecretPeri-wink-le,Cash,"2010 Rainbow of Hope Collection, 2008 Operation: Colour Collection",80895,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,17
CG70319,China Glaze,Secrets,14ml/0.5oz,,piece,CGPNO_Secrets,Cash,Core Colour Current,70319,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,39
CG72036,China Glaze,Seduce Me,14ml/0.5oz,,piece,CGPNO_SeduceMe,Cash,"Core Colour Current, 2005 Patent Leather In The City Collection",72036,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,75
CG82276,China Glaze,Seeing Red,14ml/0.5oz,,piece,CGPNO_SeeingRed,Cash,2014 The Giver Collection,82276,C,American  International Industries,,1.51,350,220,Inactive,BLPI - Dasma,0
CG80529,China Glaze,Seeing Stripes (Blue),,,piece,CGPNO_SeeingStripes(Blue),Cash,2012 Nail Appliques Collection,80529,C,American  International Industries,,1.59,350,220,Discontinued,BLPI - Dasma,975
CG80530,China Glaze,Seeing Stripes (White),,,piece,CGPNO_SeeingStripes(White),Cash,2012 Nail Appliques Collection,80530,C,American  International Industries,,1.59,350,220,Discontinued,BLPI - Dasma,978
CG80703,China Glaze,Senorita Bonita,14ml/0.5oz,,piece,CGPNO_SenoritaBonita,Cash,2011 Island Escape Collection,80703,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,34
CG70676,China Glaze,Sensuous,14ml/0.5oz,,piece,CGPNO_Sensuous,Cash,Core Colour Old and 2007 BLUSH Collection,70676,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG70347,China Glaze,Sex On The Beach,14ml/0.5oz,,piece,CGPNO_SexOnTheBeach,Cash,"Core Colour Current, 2002 Bali Bliss Collection, Old Supplier Code CGX157",70347,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,68
CG70692,China Glaze,Sexagon,14ml/0.5oz,,piece,CGPNO_Sexagon,Cash,2006 Kaleidoscope Collection,70692,C,American  International Industries,,2.03,370,300,Discontinued,BLPI - Dasma,0
CG70516,China Glaze,Sexy,14ml/0.5oz,,piece,CGPNO_Sexy,Cash,Core Colour Old and 2005 Flirt Collection,70516,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG72033,China Glaze,Sexy In The City,14ml/0.5oz,,piece,CGPNO_SexyInTheCity,Cash,"Core Colour Current, 2005 Patent Leather In The City Collection",72033,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,113
CG80866,China Glaze,Sexy Lady,14ml/0.5oz,,piece,CGPNO_SexyLady,Cash,"Core Colour Current, 2010 Rainbow of Hope Collection, 2008 Sexy Sport Collection",80866,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,70
CG70302,China Glaze,Sexy Silhouette,14ml/0.5oz,,piece,CGPNO_SexySilhouette,Cash,"Core Colour Current, 2004 Fashion Lounge Collection",70302,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,81
CG80582,China Glaze,Shake Your Tail Feathers,,,piece,CGPNO_ShakeYourTailFeathers,Cash,2012 Nail Appliques Collection,80582,C,American  International Industries,,1.59,350,220,Discontinued,BLPI - Dasma,468
CG70583,China Glaze,Shaken Not Stirred,14ml/0.5oz,,piece,CGPNO_Shaken NotStirred,Cash,2005 Martini Pedicure Collection,70583,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG81250,China Glaze,Shape Shifter,14ml/0.5oz,,piece,CGPNO_ShapeShifter,Cash,2012 Tranzitions Collection,81250,C,American  International Industries,,1.41,350,220,Active,BLPI - Dasma,0
CG82140,China Glaze,Sheer Bliss,14ml/0.5oz,,piece,CGPNO_SheerBliss,Cash,2014 BCA Celebrate Courage Collection,82140,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,0
CG81702,China Glaze,Shell We Dance?,14ml/0.5oz,,piece,CGPNO_ShellWeDance,Cash,2014 Sea Goddess Spring Specialty Collection,81702,C,American  International Industries,,2.1,350,310,Active,BLPI - Dasma,235
CG81319,China Glaze,Shell-O,14ml/0.5oz,,piece,CGPNO_ShellO,Cash,2013 Sunsational Collection,81319,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,47
CG81844,China Glaze,Shine-nanigans,14ml/0.5oz,,piece,CGPNO_Shinenanigans,Cash,2014 SURPR!SE Collection,81844,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,101
CG70293,China Glaze,Shocking Pink,14ml/0.5oz,,piece,CGPNO_ShockingPink,Cash,2005 Nervy Neons Collection and 2010 WOW Factor Collection,70293,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,9
CG80427,China Glaze,Shooting Stars,14ml/0.5oz,,piece,CGPNO_ShootingStars,Cash,2009 Specialty Colors,80427,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,5
CG81792,China Glaze,Shore Enuff,14ml/0.5oz,,piece,CGPNO_ShoreEnuff,Cash,2014 Off Shore Summer Collection,81792,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,64
CG80311,China Glaze,Short & Sassy,14ml/0.5oz,,piece,CGPNO_Short&Sassy,Cash,2009 Retro Diva Collection,80311,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,2
CG80829,China Glaze,Shower Together,14ml/0.5oz,,piece,CGPNO_Shower Together,Cash,"Core Colour Current, 2008 Ecollection",80829,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,149
CG72003,China Glaze,Shy,14ml/0.5oz,,piece,CGPNO_Shy,Cash,2005 Flirt Collection,72003,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70539,China Glaze,Shy Blush,14ml/0.5oz,,piece,CGPNO_ShyBlush,Cash,Pre-2000 shade.  Old Code CGX013,70539,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG80886,China Glaze,Side-Saddle,14ml/0.5oz,,piece,CGPNO_Side-Saddle,Cash,2008 Rodeo Diva Collection,80886,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,9
CG80426,China Glaze,Silver Lining,14ml/0.5oz,,piece,CGPNO_SilverLining,Cash,2009 Specialty Colors,80426,C,American  International Industries,,1.7,420,250,Active,BLPI - Dasma,191
CG70251,China Glaze,Simply Stunning,14ml/0.5oz,,piece,CGPNO_SimplyStunning,Cash,"Core Colour Old, 2005 Visions of Grandeur Collection",70251,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80314,China Glaze,Skate Night,14ml/0.5oz,,piece,CGPNO_SkateNight,Cash,2009 Retro Diva Collection,80314,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,4
CG77038,China Glaze,SKI 12pc Box Collection,14ml/0.5oz bottles,,set,CGPNO_SKI12pcBoxCollection,Cash,2007 SKI Collection. Price is for 11pcs so 1pc + the display are FREE.,77038,C,American  International Industries,,17.55,,2420,Discontinued,BLPI - Dasma,0
CG77039,China Glaze,SKI 3pc Box Collection,14ml/0.5oz bottles,,set,CGPNO_SKI3pcBoxCollection,Cash,2007 SKI Collection,77039,C,American  International Industries,,4.39,,660,Discontinued,BLPI - Dasma,0
CG77036,China Glaze,SKI 6pc Box Collection,14ml/0.5oz bottles,,set,CGPNO_SKI6pcBoxCollection,Cash,2007 SKI Collection,77036,C,American  International Industries,,8.78,,1320,Discontinued,BLPI - Dasma,0
CGCGX542,China Glaze,Skin Tight,14ml/0.5oz,,piece,CGPNO_SkinTight,Cash,2003 Patent Leather Collection,CGX542,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG80903,China Glaze,Sky High-Top,14ml/0.5oz,,piece,CGPNO_SkyHigh-Top,Cash,2009 Kicks - Lace Up In Colour Collection,80903,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,4
CG81065,China Glaze,Skyscraper,14ml/0.5oz,,piece,CGPNO_Skyscraper,Cash,2011 Metro Collection,81065,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,94
CG72069,China Glaze,Sleek,14ml/0.5oz,,piece,CGPNO_Sleek,Cash,"Core Colour Old, 2005 Urban Chic Collection",72069,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG28836,China Glaze,"Sleigh Ride 3pc Set, Includes: Emerald Sparkle, Tinsel, Ruby Pumps",14ml/0.5oz bottles,,set,CGPNO_SleighRide3pcSet,Cash,2008 Holiday Collection,28836,C,American  International Industries,,3.5,,520,Discontinued,BLPI - Dasma,0
CG80618,China Glaze,Smoke and Ashes,14ml/0.5oz,,piece,CGPNO_SmokeandAshes,Cash,"2012 Capitol Colours, Hunger Games",80618,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,23
CG81196,China Glaze,Snap My Dragon,14ml/0.5oz,,piece,CGPNO_SnapMyDragon,Cash,2013 Avant Garden Collection,81196,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,11
CG80908,China Glaze,Sneaker Head,14ml/0.5oz,,piece,CGPNO_SneakerHead,Cash,2009 Kicks - Lace Up In Colour Collection,80908,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,20
CG80572,China Glaze,Sneaky Snake,,,piece,CGPNO_SneakySnake,Cash,2012 Nail Appliques Collection,80572,C,American  International Industries,,1.59,350,220,Discontinued,BLPI - Dasma,636
CG80411,China Glaze,Snow,14ml/0.5oz,Whites,piece,CGPNO_Snow,Cash,"Core Colour Current, 2009 Specialty Colors and 2010 'Tis The Season To Be Naughty And Nice Holiday Collection but different codes! Other is 25176",80411,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,8
CG80435,China Glaze,Snow Globe,14ml/0.5oz,,piece,CGPNO_SnowGlobe,Cash,"2009 Specialty Colors, 2011 Let It Snow Holiday Collection",80435,C,American  International Industries,,1.7,420,250,Active,BLPI - Dasma,43
CG70395,China Glaze,Social Animal,14ml/0.5oz,,piece,CGPNO_SocialAnimal,Cash,2004 Fashion Lounge Collection,70395,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70393,China Glaze,Socialite,14ml/0.5oz,,piece,CGPNO_Socialite,Cash,2004 Crème Couture Collection,70393,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70890,China Glaze,Soft Sienna Silks,14ml/0.5oz,,piece,CGPNO_SoftSiennaSilks,Cash,"Core Colour Current, 2006 We Adorn You Collection",70890,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,72
CG80434,China Glaze,Solar Flare,14ml/0.5oz,,piece,CGPNO_SolarFlare,Cash,2009 Specialty Colors,80434,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,10
CG80832,China Glaze,Solar Power,14ml/0.5oz,,piece,CGPNO_SolarPower,Cash,"Core Colour Current, 2009 What's Your Color? Collection, 2008 Ecollection",80832,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,50
CG80773,China Glaze,Some Like It Haute,14ml/0.5oz,,piece,CGPNO_SomeLikeItHaute,Cash,2011 Eye Candy Collection,80773,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,0
CG80932,China Glaze,Something Sweet,14ml/0.5oz,,piece,CGPNO_SomethingSweet,Cash,2010 Up & Away Collection,80932,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,20
CG70379,China Glaze,Sophistication,14ml/0.5oz,,piece,CGPNO_Sophistication,Cash,2005 Urban Chic Collection,70379,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG80405,China Glaze,Sour Apple,14ml/0.5oz,,piece,CGPNO_SourApple,Cash,2009 Specialty Colors,80405,C,American  International Industries,,1.7,420,250,Discontinued,BLPI - Dasma,23
CG81144,China Glaze,Sparks Will Fly,14ml/0.5oz,,piece,CGPNO_SparksWillFly,Cash,2012 Magnetix II Collection,81144,C,American  International Industries,,2.4,520,350,Discontinued,BLPI - Dasma,127
CG28877,China Glaze,"Spellbound 4pc Promo Set Includes: Liquid Leather, Spellbound, White Out and Ghoulish Glow",14ml/0.5oz bottles,,set,CGPNO_Spellbound4pcPromoSet,Cash,2010 Awakening Halloween Collection,28877,C,American  International Industries,,4.38,,660,Discontinued,BLPI - Dasma,0
CG70684,China Glaze,Spin Me Around,14ml/0.5oz,,piece,CGPNO_SpinMeAround,Cash,2006 Kaleidoscope Collection,70684,C,American  International Industries,,2.03,370,300,Discontinued,BLPI - Dasma,0
CG70335,China Glaze,Spitfire,14ml/0.5oz,,piece,CGPNO_Spitfire,Cash,Pre-2000 All Decked Out Collection,70335,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80442,China Glaze,Splish Splash,14ml/0.5oz,,piece,CGPNO_SplishSplash,Cash,2012 Summer Neons,80442,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,288
CG81245,China Glaze,Split Perso-NaIl-ity,14ml/0.5oz,,piece,CGPNO_SplitPerso-NaIl-ity,Cash,2012 Tranzitions Collection,81245,C,American  International Industries,,1.41,350,220,Active,BLPI - Dasma,0
CG72007,China Glaze,Spontaneous,14ml/0.5oz,,piece,CGPNO_Spontaneous,Cash,"Core Colour Current, 2010 Rainbow of Hope Collection, 2009 What's Your Color? Collection, 2005 Flirt Collection",72007,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,122
CG81759,China Glaze,Spring In My Step,14ml/0.5oz,,piece,CGPNO_SpringInMyStep,Cash,2014 City Flourish Collection,81759,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,36
CG28926,China Glaze,"Spring Minis 6pc Set, Includes: Bahamian Escape, Re-Fresh Mint, Light As Air, Something Sweet, Peachy Keen and Lemon Fizz",0.325oz bottles,,set,CGPNO_SpringMinis6pcSet,Cash,2011 Promo,28926,C,American  International Industries,,5.97,,1320,Discontinued,BLPI - Dasma,0
CG81953,China Glaze,Sprinkle Some Twinkle 2pc Set: Includes 1 of each .5 oz: Dancing and Prancing and No Peeking ,14ml/0.5oz,,set,CGPNO_SprinkleSomeTwinkle2pcSet,Cash,2014 Twinkle Holiday Collection,81953,C,American  International Industries,,3.02,540,440,Inactive,BLPI - Dasma,0
CG70541,China Glaze,Sprinkles,14ml/0.5oz,,piece,CGPNO_Sprinkles,Cash,2001 China Rain Collection,70541,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70240,China Glaze,St. Martini,14ml/0.5oz,,piece,CGPNO_St.Martini,Cash,"Core Colour Old, Caribbean Temptations Collection",70240,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,45
CG72051,China Glaze,St. Tropez,14ml/0.5oz,,piece,CGPNO_St.Tropez,Cash,"Core Colour Old, 2005 Urban Chic Collection, 2000 Samba Collection, Platinum Series Collection, Old Supplier Code CGX2209",72051,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80968,China Glaze,Starboard,14ml/0.5oz,,piece,CGPNO_Starboard,Cash,2011 Anchors Away Collection,80968,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,4
CG80313,China Glaze,Stella,14ml/0.5oz,,piece,CGPNO_Stella,Cash,2009 Retro Diva Collection,80313,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,27
CG80394,China Glaze,Stellar,14ml/0.5oz,,piece,CGPNO_Stellar,Cash,2009 Specialty Colors,80394,C,American  International Industries,,1.7,420,250,Active,BLPI - Dasma,32
CGCGT412,China Glaze,Steppin' Out,14ml/0.5oz,,piece,CGPNO_SteppinOut,Cash,2002 Babes In Toeland III Collection,CGT412,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CGCGT409,China Glaze,Stiletto Red,14ml/0.5oz,,piece,CGPNO_StilettoRed,Cash,2002 Babes In Toeland III Collection,CGT409,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG80696,China Glaze,"Stocking Stuffers 3pc Set, Includes: Pure Joy, Champagne Kisses and 1 Mini Stocking FREE",14ml/0.5oz bottles,,set,CGPNO_StockingStuffers3pcSet,Cash,2012 Holiday Joy Collection. LIQUIDATION PRICE TO FINISH STOCKS!!!  NOT FOR REORDER!  ,80696,C,American  International Industries,,3.5,350,300,Discontinued but still have stock,BLPI - Dasma,70
CG81785,China Glaze,Stoked To Be Soaked,14ml/0.5oz,,piece,CGPNO_StokedToBeSoaked,Cash,2014 Off Shore Summer Collection,81785,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,34
CG70245,China Glaze,Stone Age,14ml/0.5oz,,piece,CGPNO_StoneAge,Cash,2003 Bohemian Chic Collection,70245,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG80617,China Glaze,Stone Cold,14ml/0.5oz,,piece,CGPNO_StoneCold,Cash,"2012 Capitol Colours, Hunger Games",80617,C,American  International Industries,,1.41,350,220,Active,BLPI - Dasma,7
CG81862,China Glaze,Stop That Train!,14ml/0.5oz,,piece,CGPNO_StopThatTrain,Cash,2014 All Aboard Collection,81862,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,7
CG70580,China Glaze,Straight Up,14ml/0.5oz,,piece,CGPNO_StraightUp,Cash,2005 Martini Pedicure Collection,70580,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG81293,China Glaze,Strap On Your Moonboots,14ml/0.5oz,,piece,CGPNO_StrapOnYourMoonboots,Cash,2013 Hologlam Collection,81293,C,American  International Industries,,2.82,600,410,Discontinued,BLPI - Dasma,27
CG80224,China Glaze,Strawberry Fields,0.325oz,,piece,CGPNO_StrawberryFields,Cash,2009 Summer Days Collection,80482,C,American  International Industries,,,350,,Discontinued,BLPI - Dasma,30
CG80415,China Glaze,Strawberry Smoothie,14ml/0.5oz,,piece,CGPNO_StrawberrySmoothie,Cash,2009 Specialty Colors,80415,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG81073,China Glaze,Street Chic,14ml/0.5oz,,piece,CGPNO_StreetChic,Cash,2011 Metro Collection,81073,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,13
CG80319,China Glaze,Street Racing,14ml/0.5oz,,piece,CGPNO_StreetRacing,Cash,2009 Retro Diva Collection,80319,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,21
CG81760,China Glaze,Strike A Rose,14ml/0.5oz,,piece,CGPNO_StrikeARose,Cash,2014 City Flourish Collection,81760,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,0
CG81350,China Glaze,Strike Up A Cosmo,14ml/0.5oz,,piece,CGPNO_StrikeUpACosmo,Cash,2013 Autumn Nights Collection,81350,C,American  International Industries,,2.25,480,330,Active,BLPI - Dasma,0
CG70895,China Glaze,Strip Tease,14ml/0.5oz,,piece,CGPNO_StripTease,Cash,"Core Colour Old, 2006 Guilty Pleasures Collection",70895,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,4
CG80316,China Glaze,Stroll,14ml/0.5oz,,piece,CGPNO_Stroll,Cash,2009 Retro Diva Collection,80316,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,48
CG70262,China Glaze,Strong Adhesion Base Coat with Box,14ml/0.5oz,,piece,CGPNO_StrongAdhesionBaseCoatwithBox,Cash,Nail Treatment,70262,C,American  International Industries,,1.81,349,269,Active,BLPI - Dasma,0
CG80910,China Glaze,Style Wars,14ml/0.5oz,,piece,CGPNO_StyleWars,Cash,2009 Kicks - Lace Up In Colour Collection,80910,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,8
CG70533,China Glaze,Stylish Envy,14ml/0.5oz,,piece,CGPNO_StylishEnvy,Cash,2004 Fashion Lounge Collection,70533,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG72005,China Glaze,Subtle,14ml/0.5oz,,piece,CGPNO_Subtle,Cash,2005 Flirt Collection,72005,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CGCGS524,China Glaze,Sugar Coat It!,14ml/0.5oz,,piece,CGPNO_SugarCoatIt!,Cash,2002 Aroma Café Collection,CGS524,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG80931,China Glaze,Sugar High,14ml/0.5oz,,piece,CGPNO_SugarHigh,Cash,2010 Up & Away Collection,80931,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,18
CG25162,China Glaze,Sugar Plums,14ml/0.5oz,,piece,CGPNO_SugarPlums,Cash,2010 'Tis The Season To Be Naughty And Nice Holiday Collection,25162,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG70519,China Glaze,Sultry,14ml/0.5oz,,piece,CGPNO_Sultry,Cash,2005 Flirt Collection and 2007 Fine Wines and Chocolates Collection,70519,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
